city,key,time,inc_quart,inc_quart_legend_label,atusmd_ratio,
San Francisco,0,0:00,Q1,Q1 (Low),0.078010446,
San Francisco,1,1:00,Q1,Q1 (Low),0.122869895,
San Francisco,2,2:00,Q1,Q1 (Low),0.155739442,
San Francisco,3,3:00,Q1,Q1 (Low),0.053182979,
San Francisco,4,4:00,Q1,Q1 (Low),0,
San Francisco,5,5:00,Q1,Q1 (Low),0,
San Francisco,6,6:00,Q1,Q1 (Low),0.1370862,
San Francisco,7,7:00,Q1,Q1 (Low),0.214172294,
San Francisco,8,8:00,Q1,Q1 (Low),0.3347024,
San Francisco,9,9:00,Q1,Q1 (Low),0.471783507,
San Francisco,10,10:00,Q1,Q1 (Low),0.500153045,
San Francisco,11,11:00,Q1,Q1 (Low),0.41214119,
San Francisco,12,12:00,Q1,Q1 (Low),0.565465641,
San Francisco,13,13:00,Q1,Q1 (Low),0.527987102,
San Francisco,14,14:00,Q1,Q1 (Low),0.581138399,
San Francisco,15,15:00,Q1,Q1 (Low),0.486226086,
San Francisco,16,16:00,Q1,Q1 (Low),0.536572748,
San Francisco,17,17:00,Q1,Q1 (Low),0.495335481,
San Francisco,18,18:00,Q1,Q1 (Low),0.662398755,
San Francisco,19,19:00,Q1,Q1 (Low),0.652622957,
San Francisco,20,20:00,Q1,Q1 (Low),0.5475253,
San Francisco,21,21:00,Q1,Q1 (Low),0.275105821,
San Francisco,22,22:00,Q1,Q1 (Low),0.242540612,
San Francisco,23,23:00,Q1,Q1 (Low),0.262051224,
San Francisco,0,0:00,Q2,Q2,0.00549542,
San Francisco,1,1:00,Q2,Q2,0,
San Francisco,2,2:00,Q2,Q2,0,
San Francisco,3,3:00,Q2,Q2,0,
San Francisco,4,4:00,Q2,Q2,0.179898163,
San Francisco,5,5:00,Q2,Q2,0.067992533,
San Francisco,6,6:00,Q2,Q2,0.418889133,
San Francisco,7,7:00,Q2,Q2,0.609794327,
San Francisco,8,8:00,Q2,Q2,0.469070147,
San Francisco,9,9:00,Q2,Q2,0.546818127,
San Francisco,10,10:00,Q2,Q2,0.848639695,
San Francisco,11,11:00,Q2,Q2,0.944735778,
San Francisco,12,12:00,Q2,Q2,0.534428901,
San Francisco,13,13:00,Q2,Q2,0.532911602,
San Francisco,14,14:00,Q2,Q2,0.757958977,
San Francisco,15,15:00,Q2,Q2,0.539527791,
San Francisco,16,16:00,Q2,Q2,0.636329877,
San Francisco,17,17:00,Q2,Q2,0.709490682,
San Francisco,18,18:00,Q2,Q2,0.928584943,
San Francisco,19,19:00,Q2,Q2,1.064682904,
San Francisco,20,20:00,Q2,Q2,0.65190959,
San Francisco,21,21:00,Q2,Q2,0.297592032,
San Francisco,22,22:00,Q2,Q2,0.285498736,
San Francisco,23,23:00,Q2,Q2,0.117479057,
San Francisco,0,0:00,Q3,Q3,0.235585181,
San Francisco,1,1:00,Q3,Q3,0.315562774,
San Francisco,2,2:00,Q3,Q3,0.402136439,
San Francisco,3,3:00,Q3,Q3,0.174422367,
San Francisco,4,4:00,Q3,Q3,0,
San Francisco,5,5:00,Q3,Q3,0,
San Francisco,6,6:00,Q3,Q3,0.509370073,
San Francisco,7,7:00,Q3,Q3,0.773863125,
San Francisco,8,8:00,Q3,Q3,0.229438415,
San Francisco,9,9:00,Q3,Q3,0.570009533,
San Francisco,10,10:00,Q3,Q3,0.389260995,
San Francisco,11,11:00,Q3,Q3,0.488084145,
San Francisco,12,12:00,Q3,Q3,0.838704285,
San Francisco,13,13:00,Q3,Q3,1.098950821,
San Francisco,14,14:00,Q3,Q3,0.857426102,
San Francisco,15,15:00,Q3,Q3,0.566821198,
San Francisco,16,16:00,Q3,Q3,0.490672964,
San Francisco,17,17:00,Q3,Q3,0.526165377,
San Francisco,18,18:00,Q3,Q3,1.391253805,
San Francisco,19,19:00,Q3,Q3,0.91089682,
San Francisco,20,20:00,Q3,Q3,0.727760458,
San Francisco,21,21:00,Q3,Q3,0.627102413,
San Francisco,22,22:00,Q3,Q3,0.274687983,
San Francisco,23,23:00,Q3,Q3,0.217825735,
San Francisco,0,0:00,Q4,Q4 (High),0.397948761,
San Francisco,1,1:00,Q4,Q4 (High),0.315269241,
San Francisco,2,2:00,Q4,Q4 (High),0,
San Francisco,3,3:00,Q4,Q4 (High),0,
San Francisco,4,4:00,Q4,Q4 (High),0,
San Francisco,5,5:00,Q4,Q4 (High),0.11932908,
San Francisco,6,6:00,Q4,Q4 (High),0.19180878,
San Francisco,7,7:00,Q4,Q4 (High),0.340000479,
San Francisco,8,8:00,Q4,Q4 (High),0.253435657,
San Francisco,9,9:00,Q4,Q4 (High),0.988195078,
San Francisco,10,10:00,Q4,Q4 (High),0.545516692,
San Francisco,11,11:00,Q4,Q4 (High),0.757218228,
San Francisco,12,12:00,Q4,Q4 (High),1.116258129,
San Francisco,13,13:00,Q4,Q4 (High),1.105993156,
San Francisco,14,14:00,Q4,Q4 (High),0.580076547,
San Francisco,15,15:00,Q4,Q4 (High),0.403155473,
San Francisco,16,16:00,Q4,Q4 (High),0.695215879,
San Francisco,17,17:00,Q4,Q4 (High),0.645393918,
San Francisco,18,18:00,Q4,Q4 (High),0.911465439,
San Francisco,19,19:00,Q4,Q4 (High),1.205916844,
San Francisco,20,20:00,Q4,Q4 (High),1.027710463,
San Francisco,21,21:00,Q4,Q4 (High),0.568280372,
San Francisco,22,22:00,Q4,Q4 (High),0.589357408,
San Francisco,23,23:00,Q4,Q4 (High),0.319083869,
Seattle,0,0:00,Q1,Q1 (Low),0.084489462,
Seattle,1,1:00,Q1,Q1 (Low),0.123899369,
Seattle,2,2:00,Q1,Q1 (Low),0.150936039,
Seattle,3,3:00,Q1,Q1 (Low),0.053184583,
Seattle,4,4:00,Q1,Q1 (Low),0,
Seattle,5,5:00,Q1,Q1 (Low),0,
Seattle,6,6:00,Q1,Q1 (Low),0.140689118,
Seattle,7,7:00,Q1,Q1 (Low),0.259633011,
Seattle,8,8:00,Q1,Q1 (Low),0.465668333,
Seattle,9,9:00,Q1,Q1 (Low),0.629746509,
Seattle,10,10:00,Q1,Q1 (Low),0.674051286,
Seattle,11,11:00,Q1,Q1 (Low),0.50548224,
Seattle,12,12:00,Q1,Q1 (Low),0.731890579,
Seattle,13,13:00,Q1,Q1 (Low),0.733293694,
Seattle,14,14:00,Q1,Q1 (Low),0.791689352,
Seattle,15,15:00,Q1,Q1 (Low),0.623456751,
Seattle,16,16:00,Q1,Q1 (Low),0.623814325,
Seattle,17,17:00,Q1,Q1 (Low),0.500180787,
Seattle,18,18:00,Q1,Q1 (Low),0.684428062,
Seattle,19,19:00,Q1,Q1 (Low),0.722974043,
Seattle,20,20:00,Q1,Q1 (Low),0.649685131,
Seattle,21,21:00,Q1,Q1 (Low),0.324471708,
Seattle,22,22:00,Q1,Q1 (Low),0.26862071,
Seattle,23,23:00,Q1,Q1 (Low),0.290580002,
Seattle,0,0:00,Q2,Q2,0.004863054,
Seattle,1,1:00,Q2,Q2,0,
Seattle,2,2:00,Q2,Q2,0,
Seattle,3,3:00,Q2,Q2,0,
Seattle,4,4:00,Q2,Q2,0.120846986,
Seattle,5,5:00,Q2,Q2,0.038786654,
Seattle,6,6:00,Q2,Q2,0.294388654,
Seattle,7,7:00,Q2,Q2,0.572678311,
Seattle,8,8:00,Q2,Q2,0.484318828,
Seattle,9,9:00,Q2,Q2,0.576772362,
Seattle,10,10:00,Q2,Q2,0.938378048,
Seattle,11,11:00,Q2,Q2,0.978850535,
Seattle,12,12:00,Q2,Q2,0.613798523,
Seattle,13,13:00,Q2,Q2,0.650553958,
Seattle,14,14:00,Q2,Q2,0.886257678,
Seattle,15,15:00,Q2,Q2,0.591493462,
Seattle,16,16:00,Q2,Q2,0.62397589,
Seattle,17,17:00,Q2,Q2,0.645108994,
Seattle,18,18:00,Q2,Q2,0.902237262,
Seattle,19,19:00,Q2,Q2,1.118480546,
Seattle,20,20:00,Q2,Q2,0.718939753,
Seattle,21,21:00,Q2,Q2,0.31845193,
Seattle,22,22:00,Q2,Q2,0.265124728,
Seattle,23,23:00,Q2,Q2,0.105677442,
Seattle,0,0:00,Q3,Q3,0.205849669,
Seattle,1,1:00,Q3,Q3,0.261877505,
Seattle,2,2:00,Q3,Q3,0.29131694,
Seattle,3,3:00,Q3,Q3,0.111372215,
Seattle,4,4:00,Q3,Q3,0,
Seattle,5,5:00,Q3,Q3,0,
Seattle,6,6:00,Q3,Q3,0.448224737,
Seattle,7,7:00,Q3,Q3,0.827058341,
Seattle,8,8:00,Q3,Q3,0.268206346,
Seattle,9,9:00,Q3,Q3,0.632182119,
Seattle,10,10:00,Q3,Q3,0.429985409,
Seattle,11,11:00,Q3,Q3,0.500998745,
Seattle,12,12:00,Q3,Q3,0.937961235,
Seattle,13,13:00,Q3,Q3,1.285475127,
Seattle,14,14:00,Q3,Q3,0.92944189,
Seattle,15,15:00,Q3,Q3,0.559339193,
Seattle,16,16:00,Q3,Q3,0.439744442,
Seattle,17,17:00,Q3,Q3,0.444232158,
Seattle,18,18:00,Q3,Q3,1.287560799,
Seattle,19,19:00,Q3,Q3,0.960053831,
Seattle,20,20:00,Q3,Q3,0.793071713,
Seattle,21,21:00,Q3,Q3,0.664014605,
Seattle,22,22:00,Q3,Q3,0.253197821,
Seattle,23,23:00,Q3,Q3,0.185089942,
Seattle,0,0:00,Q4,Q4 (High),0.309814373,
Seattle,1,1:00,Q4,Q4 (High),0.256717646,
Seattle,2,2:00,Q4,Q4 (High),0,
Seattle,3,3:00,Q4,Q4 (High),0,
Seattle,4,4:00,Q4,Q4 (High),0,
Seattle,5,5:00,Q4,Q4 (High),0.092554616,
Seattle,6,6:00,Q4,Q4 (High),0.14798984,
Seattle,7,7:00,Q4,Q4 (High),0.304236929,
Seattle,8,8:00,Q4,Q4 (High),0.246499674,
Seattle,9,9:00,Q4,Q4 (High),0.915247243,
Seattle,10,10:00,Q4,Q4 (High),0.523240986,
Seattle,11,11:00,Q4,Q4 (High),0.765008563,
Seattle,12,12:00,Q4,Q4 (High),1.235415612,
Seattle,13,13:00,Q4,Q4 (High),1.177611299,
Seattle,14,14:00,Q4,Q4 (High),0.579132215,
Seattle,15,15:00,Q4,Q4 (High),0.372591092,
Seattle,16,16:00,Q4,Q4 (High),0.588836935,
Seattle,17,17:00,Q4,Q4 (High),0.547710543,
Seattle,18,18:00,Q4,Q4 (High),0.884098239,
Seattle,19,19:00,Q4,Q4 (High),1.300922372,
Seattle,20,20:00,Q4,Q4 (High),1.168711712,
Seattle,21,21:00,Q4,Q4 (High),0.624231878,
Seattle,22,22:00,Q4,Q4 (High),0.581787971,
Seattle,23,23:00,Q4,Q4 (High),0.274965751,
Washington,0,0:00,Q1,Q1 (Low),0.072409001,
Washington,1,1:00,Q1,Q1 (Low),0.097008233,
Washington,2,2:00,Q1,Q1 (Low),0.117688996,
Washington,3,3:00,Q1,Q1 (Low),0.051723615,
Washington,4,4:00,Q1,Q1 (Low),0,
Washington,5,5:00,Q1,Q1 (Low),0,
Washington,6,6:00,Q1,Q1 (Low),0.172105499,
Washington,7,7:00,Q1,Q1 (Low),0.278335526,
Washington,8,8:00,Q1,Q1 (Low),0.44289442,
Washington,9,9:00,Q1,Q1 (Low),0.622488107,
Washington,10,10:00,Q1,Q1 (Low),0.706397513,
Washington,11,11:00,Q1,Q1 (Low),0.559734309,
Washington,12,12:00,Q1,Q1 (Low),0.792883392,
Washington,13,13:00,Q1,Q1 (Low),0.712672189,
Washington,14,14:00,Q1,Q1 (Low),0.757992583,
Washington,15,15:00,Q1,Q1 (Low),0.627648555,
Washington,16,16:00,Q1,Q1 (Low),0.669701687,
Washington,17,17:00,Q1,Q1 (Low),0.588610167,
Washington,18,18:00,Q1,Q1 (Low),0.824418927,
Washington,19,19:00,Q1,Q1 (Low),0.820088781,
Washington,20,20:00,Q1,Q1 (Low),0.687190308,
Washington,21,21:00,Q1,Q1 (Low),0.318492271,
Washington,22,22:00,Q1,Q1 (Low),0.257508525,
Washington,23,23:00,Q1,Q1 (Low),0.265147964,
Washington,0,0:00,Q2,Q2,0.004184421,
Washington,1,1:00,Q2,Q2,0,
Washington,2,2:00,Q2,Q2,0,
Washington,3,3:00,Q2,Q2,0,
Washington,4,4:00,Q2,Q2,0.166322734,
Washington,5,5:00,Q2,Q2,0.051442087,
Washington,6,6:00,Q2,Q2,0.373222873,
Washington,7,7:00,Q2,Q2,0.628184636,
Washington,8,8:00,Q2,Q2,0.566161567,
Washington,9,9:00,Q2,Q2,0.726819013,
Washington,10,10:00,Q2,Q2,1.174898907,
Washington,11,11:00,Q2,Q2,1.229108163,
Washington,12,12:00,Q2,Q2,0.676431696,
Washington,13,13:00,Q2,Q2,0.675039917,
Washington,14,14:00,Q2,Q2,0.949464993,
Washington,15,15:00,Q2,Q2,0.661853921,
Washington,16,16:00,Q2,Q2,0.749452515,
Washington,17,17:00,Q2,Q2,0.787446125,
Washington,18,18:00,Q2,Q2,1.022899345,
Washington,19,19:00,Q2,Q2,1.156666553,
Washington,20,20:00,Q2,Q2,0.692089092,
Washington,21,21:00,Q2,Q2,0.285962982,
Washington,22,22:00,Q2,Q2,0.244250084,
Washington,23,23:00,Q2,Q2,0.097902993,
Washington,0,0:00,Q3,Q3,0.202292382,
Washington,1,1:00,Q3,Q3,0.23855764,
Washington,2,2:00,Q3,Q3,0.268455691,
Washington,3,3:00,Q3,Q3,0.139509607,
Washington,4,4:00,Q3,Q3,0,
Washington,5,5:00,Q3,Q3,0,
Washington,6,6:00,Q3,Q3,0.458407526,
Washington,7,7:00,Q3,Q3,0.865942457,
Washington,8,8:00,Q3,Q3,0.296113259,
Washington,9,9:00,Q3,Q3,0.761938015,
Washington,10,10:00,Q3,Q3,0.543728016,
Washington,11,11:00,Q3,Q3,0.665845334,
Washington,12,12:00,Q3,Q3,1.081741417,
Washington,13,13:00,Q3,Q3,1.408861898,
Washington,14,14:00,Q3,Q3,1.080849182,
Washington,15,15:00,Q3,Q3,0.701324553,
Washington,16,16:00,Q3,Q3,0.576348602,
Washington,17,17:00,Q3,Q3,0.604130539,
Washington,18,18:00,Q3,Q3,1.625591086,
Washington,19,19:00,Q3,Q3,1.084187592,
Washington,20,20:00,Q3,Q3,0.875485923,
Washington,21,21:00,Q3,Q3,0.687617129,
Washington,22,22:00,Q3,Q3,0.260031654,
Washington,23,23:00,Q3,Q3,0.190614948,
Washington,0,0:00,Q4,Q4 (High),0.400432602,
Washington,1,1:00,Q4,Q4 (High),0.289523605,
Washington,2,2:00,Q4,Q4 (High),0,
Washington,3,3:00,Q4,Q4 (High),0,
Washington,4,4:00,Q4,Q4 (High),0,
Washington,5,5:00,Q4,Q4 (High),0.149698649,
Washington,6,6:00,Q4,Q4 (High),0.220210555,
Washington,7,7:00,Q4,Q4 (High),0.397818774,
Washington,8,8:00,Q4,Q4 (High),0.293952126,
Washington,9,9:00,Q4,Q4 (High),1.139597213,
Washington,10,10:00,Q4,Q4 (High),0.64899934,
Washington,11,11:00,Q4,Q4 (High),0.947407972,
Washington,12,12:00,Q4,Q4 (High),1.484781438,
Washington,13,13:00,Q4,Q4 (High),1.295009248,
Washington,14,14:00,Q4,Q4 (High),0.639485143,
Washington,15,15:00,Q4,Q4 (High),0.441361037,
Washington,16,16:00,Q4,Q4 (High),0.776526021,
Washington,17,17:00,Q4,Q4 (High),0.765433508,
Washington,18,18:00,Q4,Q4 (High),1.153395476,
Washington,19,19:00,Q4,Q4 (High),1.586417545,
Washington,20,20:00,Q4,Q4 (High),1.349189438,
Washington,21,21:00,Q4,Q4 (High),0.705884516,
Washington,22,22:00,Q4,Q4 (High),0.663435321,
Washington,23,23:00,Q4,Q4 (High),0.333638689,
